initial_stop_percent,stop_increment,traders,traders vencedores,ganho Médio,perda médio,retorno
4,180,174,78,48.3974358974359,-42.90625,-3.44
4,190,176,78,48.91025641025641,-39.69387755102041,-0.75
5,10,118,70,74.7,-110.5,-0.75
5,20,122,70,76.15714285714286,-99.11538461538461,1.77
5,30,128,71,77.84507042253522,-94.3859649122807,1.47
5,40,133,69,78.14492753623189,-80.4375,2.44
5,50,138,71,77.0,-80.14925373134328,0.97
5,60,144,74,75.20270270270271,-68.5,7.7
5,70,146,74,71.58108108108108,-65.08333333333333,6.11
5,80,147,78,63.84615384615385,-63.289855072463766,6.13
5,90,150,77,59.41558441558441,-58.80821917808219,2.82
5,100,154,73,58.71232876712329,-53.95061728395062,-0.84
5,110,154,75,55.52,-52.49367088607595,0.16999999999999998
5,120,155,70,57.114285714285714,-50.77647058823529,-3.18
5,130,155,71,53.028169014084504,-50.214285714285715,-4.53
5,140,156,73,52.178082191780824,-51.0722891566265,-4.3
5,150,159,74,53.472972972972975,-51.84705882352941,-4.5
5,160,160,75,54.12,-51.32941176470588,-3.04
5,170,161,73,53.83561643835616,-48.27272727272727,-3.18
5,180,161,72,53.69444444444444,-47.1123595505618,-3.27
5,190,163,75,48.44,-47.40909090909091,-5.390000000000001
6,10,105,64,75.40625,-115.0,1.11
6,20,113,66,75.53030303030303,-104.97872340425532,0.51
6,30,121,71,74.21126760563381,-102.22,1.58
6,40,126,69,78.68115942028986,-96.0,-0.43
6,50,130,69,77.30434782608695,-84.60655737704919,1.73
6,60,137,71,77.14084507042253,-80.13636363636364,1.8800000000000001
6,70,139,72,75.66666666666667,-72.26865671641791,6.0600000000000005
6,80,143,73,72.76712328767124,-67.25714285714285,6.04
6,90,144,74,67.47297297297297,-66.21428571428571,3.58
6,100,148,80,61.3125,-64.08823529411765,5.47
6,110,150,82,56.46341463414634,-63.76470588235294,2.94
6,120,151,74,57.82432432432432,-55.064935064935064,0.38999999999999996
6,130,154,80,55.175,-56.445945945945944,2.37
6,140,154,70,58.142857142857146,-49.416666666666664,-0.8099999999999999
6,150,154,73,52.36986301369863,-52.06172839506173,-3.94
6,160,154,70,53.74285714285714,-48.5,-3.1199999999999997
6,170,154,73,51.47945205479452,-50.17283950617284,-3.06
6,180,156,72,53.888888888888886,-49.785714285714285,-3.02
6,190,156,74,50.513513513513516,-51.23170731707317,-4.63
7,10,102,64,74.640625,-118.52631578947368,2.73
7,20,110,69,72.66666666666667,-111.53658536585365,4.41
7,30,113,68,72.82352941176471,-99.31111111111112,4.83
7,40,119,70,74.2,-99.79591836734694,3.04
7,50,126,68,78.58823529411765,-89.55172413793103,1.5
7,60,127,70,76.2,-88.33333333333333,2.9899999999999998
7,70,135,73,76.91780821917808,-75.5,9.34
7,80,137,72,76.75,-73.23076923076923,7.66
7,90,138,75,70.81333333333333,-73.44444444444444,6.84
7,100,141,72,71.33333333333333,-68.1159420289855,4.36
7,110,145,80,63.275,-67.66153846153846,6.64
7,120,147,82,59.26829268292683,-66.8923076923077,5.12
7,130,148,82,57.426829268292686,-66.25757575757575,3.36
7,140,149,75,60.82666666666667,-57.82432432432432,2.83
7,150,151,80,56.775,-57.53521126760563,4.569999999999999
7,160,154,72,57.77777777777778,-50.09756097560975,0.52
7,170,154,75,54.06666666666667,-50.87341772151899,0.36
7,180,154,74,54.2027027027027,-49.7875,0.27999999999999997
7,190,154,73,53.26027397260274,-48.71604938271605,-0.58
8,10,101,65,74.72307692307692,-126.30555555555556,3.1
8,20,105,66,75.18181818181819,-117.0,3.9899999999999998
8,30,109,69,72.27536231884058,-93.85,12.33
8,40,114,68,72.83823529411765,-95.1086956521739,5.779999999999999
8,50,118,67,74.71641791044776,-99.11764705882354,-0.49
8,60,123,69,75.84057971014492,-91.24074074074075,3.06
8,70,126,70,76.51428571428572,-89.30357142857143,3.55
8,80,131,72,75.19444444444444,-74.79661016949153,10.01
8,90,136,72,76.40277777777777,-73.96875,7.670000000000001
8,100,137,75,69.92,-76.04838709677419,5.29
8,110,139,72,71.09722222222223,-70.05970149253731,4.25
8,120,142,75,67.06666666666666,-68.8955223880597,4.14
8,130,143,82,61.52439024390244,-69.65573770491804,7.960000000000001
8,140,147,83,58.265060240963855,-67.65625,5.06
8,150,148,79,58.392405063291136,-65.04347826086956,1.25
8,160,149,76,60.3421052631579,-59.21917808219178,2.63
8,170,150,80,55.225,-60.042857142857144,2.15
8,180,152,75,58.18666666666667,-53.701298701298704,2.29
8,190,153,76,54.75,-52.5974025974026,1.11
9,10,98,63,77.88888888888889,-137.25714285714287,1.03
9,20,102,65,74.4,-116.62162162162163,5.21
9,30,107,68,73.17647058823529,-115.25641025641026,4.81
9,40,109,68,74.6029411764706,-97.1219512195122,10.91
9,50,115,70,73.22857142857143,-92.0,9.86
9,60,117,66,74.9090909090909,-97.50980392156863,-0.29
9,70,121,69,73.52173913043478,-94.73076923076923,1.47
9,80,124,68,76.08823529411765,-88.76785714285714,2.03
9,90,131,71,76.69014084507042,-79.43333333333334,6.79
9,100,134,72,77.13888888888889,-75.25806451612904,8.88
9,110,136,75,69.2,-79.29508196721312,3.53
9,120,137,72,71.70833333333333,-70.98461538461538,5.489999999999999
9,130,140,73,66.56164383561644,-68.91044776119404,2.42
9,140,142,79,63.139240506329116,-71.52380952380952,4.82
9,150,144,82,61.03658536585366,-70.03225806451613,6.63
9,160,147,83,58.036144578313255,-67.15625,5.19
9,170,148,78,59.87179487179487,-65.21428571428571,1.05
9,180,148,77,59.4025974025974,-61.08450704225352,2.37
9,190,149,80,57.0625,-61.46376811594203,3.2399999999999998
10,10,98,63,78.33333333333333,-141.88571428571427,-0.31
10,20,100,63,77.98412698412699,-126.72972972972973,2.2399999999999998
10,30,103,65,74.46153846153847,-122.65789473684211,1.79
10,40,108,68,73.41176470588235,-100.7,9.64
10,50,110,68,73.11764705882354,-92.78571428571429,10.75
10,60,113,67,75.4776119402985,-93.8695652173913,7.39
10,70,114,64,76.5,-93.44,2.2399999999999998
10,80,118,63,77.34920634920636,-88.56363636363636,0.02
10,90,123,66,77.31818181818181,-86.82456140350877,1.54
10,100,127,69,76.40579710144928,-82.1896551724138,5.050000000000001
10,110,130,70,77.24285714285715,-77.15,7.779999999999999
10,120,135,74,69.39189189189189,-81.24590163934427,1.79
10,130,136,73,70.5068493150685,-76.6984126984127,3.15
10,140,138,72,67.05555555555556,-68.56060606060606,3.0300000000000002
10,150,140,76,63.026315789473685,-67.140625,4.93
10,160,142,81,61.851851851851855,-71.34426229508196,6.58
10,170,146,80,61.7875,-66.74242424242425,5.38
10,180,146,82,56.96341463414634,-66.734375,4.0
10,190,148,78,60.705128205128204,-63.02857142857143,3.2300000000000004
11,10,97,62,78.87096774193549,-148.28571428571428,-3.0
11,20,100,65,77.0923076923077,-141.62857142857143,0.54
11,30,102,65,75.8,-119.4054054054054,5.09
11,40,105,65,76.49230769230769,-115.725,3.4299999999999997
11,50,108,68,73.41176470588235,-102.125,9.07
11,60,110,68,72.80882352941177,-91.85714285714286,10.93
11,70,113,67,75.28358208955224,-93.02173913043478,7.6499999999999995
11,80,115,64,77.28125,-93.43137254901961,1.81
11,90,116,64,76.328125,-91.51923076923077,1.26
11,100,121,64,78.0,-85.26315789473684,1.32
11,110,125,70,74.67142857142858,-85.07272727272728,5.48
11,120,129,69,76.1159420289855,-81.06666666666666,3.88
11,130,129,71,69.56338028169014,-80.56896551724138,2.6599999999999997
11,140,134,72,71.47222222222223,-79.29032258064517,2.3
11,150,135,69,68.92753623188406,-71.56060606060606,0.33
11,160,138,73,65.23287671232876,-69.26153846153846,2.6
11,170,139,78,62.333333333333336,-68.65573770491804,6.74
11,180,141,79,62.63291139240506,-68.14516129032258,7.23
11,190,145,83,59.0722891566265,-68.09677419354838,6.81
12,10,93,59,78.96610169491525,-133.58823529411765,1.17
12,20,97,62,78.90322580645162,-146.17142857142858,-2.2399999999999998
12,30,101,64,77.609375,-132.86486486486487,0.51
12,40,104,66,75.21212121212122,-130.44736842105263,0.06999999999999999
12,50,107,67,74.46268656716418,-107.85,6.75
12,60,108,68,72.66176470588235,-102.025,8.6
12,70,111,65,76.72307692307692,-91.26086956521739,7.89
12,80,113,67,75.35820895522389,-97.97826086956522,5.42
12,90,114,67,75.65671641791045,-94.23404255319149,6.4
12,100,116,64,76.5625,-94.76923076923077,-0.27999999999999997
12,110,118,64,76.546875,-91.14814814814815,-0.22999999999999998
12,120,123,69,74.68115942028986,-88.27777777777777,3.8600000000000003
12,130,126,71,74.02816901408451,-86.87272727272727,4.78
12,140,129,71,69.56338028169014,-86.32758620689656,-0.6799999999999999
12,150,132,70,71.94285714285714,-81.19354838709677,0.02
12,160,133,67,70.40298507462687,-76.0909090909091,-3.05
12,170,137,69,67.56521739130434,-70.47058823529412,-1.3
12,180,138,75,64.45333333333333,-69.61904761904762,4.4799999999999995
12,190,139,78,62.52564102564103,-70.60655737704919,5.7
13,10,92,58,78.13793103448276,-132.47058823529412,0.27999999999999997
13,20,96,61,78.91803278688525,-143.65714285714284,-2.1399999999999997
13,30,100,63,78.57142857142857,-138.27027027027026,-1.66
13,40,101,64,78.015625,-132.02702702702703,1.08
13,50,104,65,75.56923076923077,-128.07692307692307,-0.83
13,60,107,67,74.01492537313433,-110.975,5.2
13,70,109,68,72.45588235294117,-105.7560975609756,5.91
13,80,112,66,75.93939393939394,-98.8913043478261,4.63
13,90,113,66,76.60606060606061,-97.0,4.97
13,100,114,67,75.70149253731343,-97.80851063829788,4.75
13,110,116,64,77.125,-96.98076923076923,-1.0699999999999998
13,120,118,65,76.21538461538462,-86.37735849056604,3.7600000000000002
13,130,123,69,75.1304347826087,-87.72222222222223,4.47
13,140,123,70,73.82857142857142,-90.77358490566037,3.5700000000000003
13,150,128,70,70.42857142857143,-87.15517241379311,-1.25
13,160,129,69,69.56521739130434,-84.11666666666666,-2.4699999999999998
13,170,132,67,69.8955223880597,-83.12307692307692,-7.199999999999999
13,180,134,67,68.32835820895522,-76.83582089552239,-5.7
13,190,137,72,65.94444444444444,-74.78461538461538,-1.13
14,10,92,58,78.13793103448276,-136.23529411764707,-1.0
14,20,93,59,77.38983050847457,-141.02941176470588,-2.29
14,30,96,61,78.91803278688525,-149.57142857142858,-4.21
14,40,101,64,77.609375,-135.9189189189189,-0.62
14,50,104,67,74.74626865671642,-131.72972972972974,1.34
14,60,107,68,74.25,-116.58974358974359,5.0200000000000005
14,70,107,67,73.35820895522389,-107.9,5.99
14,80,109,66,73.25757575757575,-100.69767441860465,5.050000000000001
14,90,112,67,75.4776119402985,-97.37777777777778,6.75
14,100,113,65,77.4,-94.39583333333333,5.0
14,110,114,66,76.53030303030303,-94.66666666666667,5.07
14,120,116,64,77.765625,-95.9423076923077,-0.12
14,130,118,65,75.75384615384615,-86.79245283018868,3.2399999999999998
14,140,121,69,74.82608695652173,-87.88461538461539,5.93
14,150,122,70,73.82857142857142,-87.96153846153847,5.94
14,160,125,69,71.98550724637681,-88.25,0.25
14,170,127,68,71.01470588235294,-85.77966101694915,-2.32
14,180,132,69,69.21739130434783,-84.01587301587301,-5.17
14,190,133,66,69.54545454545455,-79.67164179104478,-7.48
15,10,92,58,79.13793103448276,-137.0,-0.6799999999999999
15,20,93,59,76.94915254237289,-136.64705882352942,-1.06
15,30,93,58,78.58620689655173,-142.05714285714285,-4.14
15,40,100,63,77.88888888888889,-135.72972972972974,-1.15
15,50,102,65,77.0923076923077,-135.7027027027027,-0.1
15,60,105,65,76.75384615384615,-113.225,4.6
15,70,107,68,72.80882352941177,-112.33333333333333,5.7
15,80,107,67,73.3731343283582,-106.15,6.7
15,90,110,64,75.640625,-95.76086956521739,4.36
15,100,112,67,75.26865671641791,-100.68888888888888,5.12
15,110,113,65,76.76923076923077,-94.3125,4.63
15,120,114,64,77.8125,-89.46,5.07
15,130,117,65,77.24615384615385,-97.13461538461539,-0.3
15,140,118,65,76.43076923076923,-85.49056603773585,4.37
15,150,119,67,74.46268656716418,-89.03846153846153,3.5900000000000003
15,160,122,70,73.65714285714286,-89.88461538461539,4.82
15,170,124,69,71.53623188405797,-85.49090909090908,2.34
15,180,126,69,70.84057971014492,-86.6140350877193,-0.49
15,190,128,68,68.98529411764706,-85.21666666666667,-4.22
16,10,92,59,77.94915254237289,-142.24242424242425,-0.95
16,20,93,59,77.40677966101696,-135.41176470588235,-0.37
16,30,93,58,78.58620689655173,-138.14285714285714,-2.77
16,40,96,61,76.98360655737704,-145.22857142857143,-3.8699999999999997
16,50,100,63,77.31746031746032,-129.40540540540542,0.83
16,60,104,65,76.83076923076923,-121.48717948717949,2.56
16,70,105,66,75.0909090909091,-114.97435897435898,4.72
16,80,107,67,73.44776119402985,-105.95,6.83
16,90,109,67,73.88059701492537,-101.5952380952381,6.83
16,100,111,64,77.0625,-97.59574468085107,3.45
16,110,113,67,75.94029850746269,-98.23913043478261,5.6899999999999995
16,120,114,67,75.86567164179104,-97.17021276595744,5.16
16,130,114,64,79.09375,-88.86,6.1899999999999995
16,140,117,66,78.0909090909091,-98.31372549019608,1.4000000000000001
16,150,118,66,76.18181818181819,-87.9423076923077,4.55
16,160,119,67,74.29850746268657,-88.86538461538461,3.5700000000000003
16,170,122,71,72.98591549295774,-92.76470588235294,4.51
16,180,122,68,71.47058823529412,-87.61111111111111,1.29
16,190,125,70,70.4,-91.76363636363637,-1.1900000000000002
17,10,92,59,78.32203389830508,-144.21212121212122,-1.38
17,20,92,58,78.13793103448276,-132.23529411764707,0.36
17,30,93,59,77.38983050847457,-134.41176470588235,-0.04
17,40,93,58,78.58620689655173,-137.88571428571427,-2.68
17,50,99,62,77.87096774193549,-135.43243243243242,-1.83
17,60,101,64,76.46875,-133.7027027027027,-0.53
17,70,105,65,76.75384615384615,-111.025,5.48
17,80,107,68,74.57352941176471,-111.2051282051282,7.340000000000001
17,90,107,67,73.1044776119403,-105.925,6.61
17,100,109,65,74.9076923076923,-97.5909090909091,5.75
17,110,112,66,76.68181818181819,-98.95652173913044,5.09
17,120,113,65,77.24615384615385,-95.02083333333333,4.6
17,130,114,66,76.5909090909091,-94.08333333333333,5.390000000000001
17,140,114,64,79.15625,-87.28,7.02
17,150,117,66,78.1969696969697,-97.11764705882354,2.08
17,160,118,66,75.86363636363636,-85.0576923076923,5.84
17,170,119,68,73.52941176470588,-86.27450980392157,6.0
17,180,121,71,70.67605633802818,-93.24,3.56
17,190,122,69,70.27536231884058,-85.64150943396227,3.1
18,10,90,58,79.13793103448276,-143.5,-0.02
18,20,91,58,79.13793103448276,-133.6969696969697,1.78
18,30,92,59,76.94915254237289,-132.93939393939394,1.53
18,40,93,59,79.42372881355932,-133.76470588235293,1.38
18,50,96,61,79.06557377049181,-133.37142857142857,1.55
18,60,100,64,78.109375,-126.38888888888889,4.49
18,70,103,66,76.57575757575758,-121.16216216216216,5.71
18,80,105,67,75.73134328358209,-109.73684210526316,9.04
18,90,107,69,74.1304347826087,-105.44736842105263,11.08
18,100,108,67,75.19402985074628,-94.41463414634147,11.67
18,110,110,65,77.0,-95.08888888888889,7.26
18,120,112,67,77.44776119402985,-93.4,9.86
18,130,113,66,77.98484848484848,-90.48936170212765,8.94
18,140,114,67,77.40298507462687,-91.19148936170212,9.0
18,150,114,65,80.33846153846154,-84.34693877551021,10.89
18,160,117,68,78.45588235294117,-85.9795918367347,11.219999999999999
18,170,118,67,76.34328358208955,-81.86274509803921,9.4
18,180,119,71,72.28169014084507,-85.14583333333333,10.45
18,190,120,71,72.25352112676056,-88.85714285714286,7.76
19,10,89,58,79.05172413793103,-143.06451612903226,1.5
19,20,91,58,79.13793103448276,-134.45454545454547,1.53
19,30,92,59,76.94915254237289,-133.24242424242425,1.43
19,40,92,59,77.38983050847457,-132.9090909090909,1.7999999999999998
19,50,93,59,77.40677966101696,-136.5,-0.74
19,60,97,61,77.06557377049181,-134.33333333333334,-1.35
19,70,100,63,77.25396825396825,-126.78378378378379,1.76
19,80,103,65,75.36923076923077,-111.60526315789474,6.58
19,90,105,66,74.53030303030303,-105.53846153846153,8.03
19,100,106,67,73.7910447761194,-105.46153846153847,8.309999999999999
19,110,108,66,73.98484848484848,-97.95238095238095,7.6899999999999995
19,120,109,65,75.43076923076923,-95.0909090909091,7.19
19,130,111,66,76.8030303030303,-92.33333333333333,9.139999999999999
19,140,112,66,76.04545454545455,-91.54347826086956,8.08
19,150,113,67,76.13432835820896,-92.19565217391305,8.6
19,160,113,64,80.25,-85.48979591836735,9.47
19,170,116,67,77.04477611940298,-88.63265306122449,8.19
19,180,118,68,77.02941176470588,-81.22,11.77
19,190,119,71,72.40845070422536,-86.54166666666667,9.87
